row_id,sample_id,Canonical SMILES,source_type,outer_fold,group_id
8980,77d12dfc93087cb122df,CCCCCCCCNCc1ccc(C(C)C)cc1,TOXRIC_only,2,77d12dfc93087cb122df
8981,36484abf071ca6f4195c,CCCCCCCCNCc1ccccc1,TOXRIC_only,3,36484abf071ca6f4195c
8982,e009c1edc541f0b7f466,CCCCCCCCOC(=O)C(N)CCc1ccccc1,TOXRIC_only,5,e009c1edc541f0b7f466
8983,f6b5626b6dc9c7d297b9,CCCCCCCCOC(=O)C(N)Cc1ccccc1,TOXRIC_only,4,f6b5626b6dc9c7d297b9
8984,00bb648377f1c8747b5a,CCCCCCCCOC(=O)C(N)c1ccccc1,TOXRIC_only,5,00bb648377f1c8747b5a
8985,bf5c66df618697a57f44,CCCCCCCCOC(=O)CC(N)c1ccccc1,TOXRIC_only,3,bf5c66df618697a57f44
8986,47f0e2757db39081e81b,CCCCCCCCOC(=O)CCC(N)c1ccccc1,TOXRIC_only,1,47f0e2757db39081e81b
8987,b65e10e17bac60805625,CCCCCCCCOC(=O)CCN(C(=S)Nc1ccccc1)N(C)C,TOXRIC_only,3,b65e10e17bac60805625
8988,03abc5e6eb905fd24f46,CCCCCCCCOC(=O)C[N+]1(CC=C(C)Cc2ccc(-c3ccc(CC(C)=CC[N+]4(CC(=O)OCCCCCCCC)CCCCC4)cc3)cc2)CCCCC1,TOXRIC_only,4,03abc5e6eb905fd24f46
8989,f0917257e5529d85601a,CCCCCCCCOC(=O)C[N+]1(CC=C(C)Cc2ccccc2)CCCCC1,TOXRIC_only,4,f0917257e5529d85601a
8990,f6b172d0a4188ea2b6d6,CCCCCCCCOC(=O)C[N+]1(CC=C(C)Cc2ccccc2Cl)CCCCC1,TOXRIC_only,4,f6b172d0a4188ea2b6d6
8991,b263e3338ac3992430cb,CCCCCCCCOC(=O)C[N+]1(CC=CCc2ccccc2Cl)CCCCC1,TOXRIC_only,4,b263e3338ac3992430cb
8992,ba2b124f93fe02681616,CCCCCCCCOC(C)(C)C(=O)OCCN(CC)CC,TOXRIC_only,1,ba2b124f93fe02681616
8993,d74b8e2d9fd18eb6c5c9,CCCCCCCCOC(N)=O,TOXRIC_only,1,d74b8e2d9fd18eb6c5c9
8994,ec09de5817e46e3e4b8d,CCCCCCCCOC1=C(C)C(=O)C2=C(C1=O)C(COC(N)=O)C1(OC)C3NC3CN21,TOXRIC_only,3,ec09de5817e46e3e4b8d
8995,b3482833ec2ad2394370,CCCCCCCCOC[N+](C)(C)c1ccc2nsnc2c1,TOXRIC_only,4,b3482833ec2ad2394370
8996,9b46f47d398fac27050f,CCCCCCCCOC[N+](C)(C)c1cccc(O)c1,TOXRIC_only,5,9b46f47d398fac27050f
8997,4b01fd4705ff81d58972,CCCCCCCCON=Cc1ccc[n+]([O-])c1,TOXRIC_only,4,4b01fd4705ff81d58972
8998,1c063439a98fb9f132e0,CCCCCCCCON=Cc1cccnc1,TOXRIC_only,4,1c063439a98fb9f132e0
8999,a7e9b85d4ce21ed1561e,CCCCCCCCON=Cc1ccncc1,TOXRIC_only,1,a7e9b85d4ce21ed1561e
9000,f91048709d5735076ee6,CCCCCCCCOP(=O)(OCC)OCC,TOXRIC_only,1,f91048709d5735076ee6
9001,a6d4a7e6991f42208b87,CCCCCCCCOP(OCCCCCCCC)OCCCCCCCC,mixed,4,a6d4a7e6991f42208b87
9002,b60a6b16790465a4b703,CCCCCCCCOP1(=O)C=CCC1,TOXRIC_only,3,b60a6b16790465a4b703
9003,c0b3f543887ecb72f64e,CCCCCCCCOP1(=O)CC=CC1,TOXRIC_only,1,c0b3f543887ecb72f64e
9004,f2c4d14923f4ee872567,CCCCCCCCOS(=O)(=O)O,TOXRIC_only,4,f2c4d14923f4ee872567
9005,69e202c93008bff648bf,CCCCCCCCOc1ccc(C(=O)CCN2CCCCC2)cc1,TOXRIC_only,3,69e202c93008bff648bf
9006,c4f15137fd46d1aecd3b,CCCCCCCCOc1ccc(C(=O)Nc2ccc(C(=O)OCC[N+](C)(CC)CC)cc2)cc1,TOXRIC_only,1,c4f15137fd46d1aecd3b
9007,5f52eeffcfcc8b2b72e9,CCCCCCCCOc1ccc(C(=O)OCCN(CC)CC)cc1,TOXRIC_only,5,5f52eeffcfcc8b2b72e9
9008,866689621d5397e382c9,CCCCCCCCOc1ccc(C(=O)c2ccccc2O)c(O)c1,mixed,1,866689621d5397e382c9
9009,ddd5ed485c15f71a1c03,CCCCCCCCOc1ccc(N(CCCl)CCCl)cc1,TOXRIC_only,5,ddd5ed485c15f71a1c03
9010,c60135c53b0eef0df583,CCCCCCCCOc1cccc(C(=O)Nc2ccc(C(=O)OCC[N+](C)(CC)CC)cc2)c1,TOXRIC_only,2,c60135c53b0eef0df583
9011,3094019335b665c535c4,CCCCCCCCOc1ccccc1C(=O)Nc1ccc(C(=O)NCC[N+](C)(CC)CC)cc1,TOXRIC_only,2,3094019335b665c535c4
9012,233267d11579400a2079,CCCCCCCCOc1ccccc1C(=O)Nc1ccc(C(=O)OCCN(CC)CC)cc1,TOXRIC_only,3,233267d11579400a2079
9013,0f1e380b31a2b7f1fe75,CCCCCCCCOc1ccccc1C(=O)Nc1ccc(C(=O)OCC[N+](C)(CC)CC)cc1,TOXRIC_only,3,0f1e380b31a2b7f1fe75
9014,4c075508f559969d7511,CCCCCCCCOc1ccccc1C(=O)Nc1ccc(C(=O)OCC[N+]2(C)CCCCC2)cc1,TOXRIC_only,2,4c075508f559969d7511
9015,e936eba7bc9888732c0a,CCCCCCCCOc1ccccc1C(=O)Nc1ccc(C(=O)OCC[N+]2(C)CCOCC2)cc1,TOXRIC_only,3,e936eba7bc9888732c0a
9016,b719e4d9afdd141c46c8,CCCCCCCCOc1ccccc1C(=O)Nc1cccc(C(=O)OCC[N+](C)(CC)CC)c1,TOXRIC_only,1,b719e4d9afdd141c46c8
9017,6532f777b65416c1e2af,CCCCCCCCOc1ccccc1C(=O)Nc1ccccc1C(=O)OCC[N+](C)(CC)CC,TOXRIC_only,5,6532f777b65416c1e2af
9018,e00b3f3be6c61a801e75,CCCCCCCCOc1ccccc1C(=O)OCC[N+](C)(CC)CC,TOXRIC_only,5,e00b3f3be6c61a801e75
9019,950bd3fed799e27861a3,CCCCCCCCOc1ccccc1C(N)=O,TOXRIC_only,4,950bd3fed799e27861a3
9020,5ae624859f0d34fd6cc6,CCCCCCCCOc1nc(N)nc(N)n1,TOXRIC_only,2,5ae624859f0d34fd6cc6
9021,f97be7c681ecc129bd44,CCCCCCCCS(=O)(=O)NC(=O)OCC,TOXRIC_only,5,f97be7c681ecc129bd44
9022,175081c08c80af5c41d7,CCCCCCCCSC#N,TOXRIC_only,2,175081c08c80af5c41d7
9023,f0242946d3f3c6595a8c,CCCCCCCCSC(=N)N,TOXRIC_only,3,f0242946d3f3c6595a8c
9024,7a6ae9995add8a4c2d90,CCCCCCCCSCCC(=O)O,TOXRIC_only,4,7a6ae9995add8a4c2d90
9025,d411b53a3a81a72e0e23,CCCCCCCCSCCCCCCN1CCSC1,TOXRIC_only,2,d411b53a3a81a72e0e23
9026,e51fe66a7c5b6e3aec1e,CCCCCCCCSCCCCCN1CCSC1,TOXRIC_only,1,e51fe66a7c5b6e3aec1e
9027,8ddc943ed26efa0ca079,CCCCCCCCSCCCN1CCSC1,TOXRIC_only,2,8ddc943ed26efa0ca079
9028,f14cc4f160b28423714d,CCCCCCCCSCCN1CCSC1,TOXRIC_only,2,f14cc4f160b28423714d
9029,ec110cf4774356ff4b38,CCCCCCCCSCCc1ccncc1,TOXRIC_only,4,ec110cf4774356ff4b38
9030,6e30cd41f3f80e3c6740,CCCCCCCC[N+](C)(C)C,TOXRIC_only,5,6e30cd41f3f80e3c6740
9031,a66b0728dc97e8cec17e,CCCCCCCC[N+](C)(C)CCOC(=O)C(O)(c1ccccc1)c1ccccc1,TOXRIC_only,5,a66b0728dc97e8cec17e
9032,057ba10ead345cca9e87,CCCCCCCC[N+](C)(C)CCOCC[N+](C)(C)CCCCCCCC,TOXRIC_only,4,057ba10ead345cca9e87
9033,1db10a13880bad1e28e6,CCCCCCCC[N+](C)(C)c1cccc(O)c1,TOXRIC_only,2,1db10a13880bad1e28e6
9034,bb1a5c6a6b531643ce0e,CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC,mixed,4,bb1a5c6a6b531643ce0e
9035,342770b4044a449cd5ac,CCCCCCCC[N+](CC)(CC)CCOC(=O)C(C1CCCC1)C1CCCC1,TOXRIC_only,4,342770b4044a449cd5ac
9036,95c0ec087d17bf06bf5d,CCCCCCCC[N+]1(C)C2CCC1CC(OC(=O)C(CO)c1ccccc1)C2,TOXRIC_only,5,95c0ec087d17bf06bf5d
9037,cd58533323d4dc0b5b09,CCCCCCCC[N+]1(CC)CCCCC1,TOXRIC_only,1,cd58533323d4dc0b5b09
9038,8ac20cff746f243021e8,CCCCCCCCc1c(C)[nH]cnc1=O,TOXRIC_only,1,8ac20cff746f243021e8
9039,8ba41271af06e8a19272,CCCCCCCCc1c(N)[nH]c(C)nc1=O,TOXRIC_only,3,8ba41271af06e8a19272
9040,43823c56bc18cb4864df,CCCCCCCCc1c(N)[nH]cnc1=O,TOXRIC_only,1,43823c56bc18cb4864df
9041,dfce29fc8c09e33d4514,CCCCCCCCc1ccc(C(=O)CCN2CCCCC2)cc1,TOXRIC_only,3,dfce29fc8c09e33d4514
9042,a90a53af627fdf7b66e9,CCCCCCCCc1ccc(C(=O)O)nc1,TOXRIC_only,1,a90a53af627fdf7b66e9
9043,dd887b5a811ff2d3ffc8,CCCCCCCCc1ccc(CC(C)NC)cc1,TOXRIC_only,3,dd887b5a811ff2d3ffc8
9044,63faadc53f4a22247eda,CCCCCCCCc1ccc(C[N+]2(C)C3CCC2CC(OC(=O)C(CO)c2ccccc2)C3)cc1,TOXRIC_only,1,63faadc53f4a22247eda
9045,e1ff0d9733e0e98cd534,CCCCCCCCc1ccc(C[N+]2(C)C3CCC2CC(OC(=O)C(O)c2ccccc2)C3)cc1,TOXRIC_only,4,e1ff0d9733e0e98cd534
9046,8d2076257a9b9be108b1,CCCCCCCCc1ccc(C[N+]2(C)C3CCC2CC(OC(=O)C2c4ccccc4Oc4ccccc42)C3)cc1,TOXRIC_only,5,8d2076257a9b9be108b1
9047,41f50503485e5d78f5e4,CCCCCCCCc1ccc(C[N+]2(C)C3CCC2CC(OC(=O)c2ccccc2)C3)cc1,TOXRIC_only,3,41f50503485e5d78f5e4
9048,79bdba9e9865aa67b75b,CCCCCCCCc1sc(-c2ccc(N(C)C)cc2)[n+](C)c1C,TOXRIC_only,2,79bdba9e9865aa67b75b
9049,dedf452b049378b9c3d8,CCCCCCCF,mixed,3,dedf452b049378b9c3d8
9050,d79392ad59d446380b53,CCCCCCCN,mixed,3,d79392ad59d446380b53
9051,f1e60878204bfc36cb87,CCCCCCCN1C(C)=CSC1=CC=C(C=Cc1scc(C)[n+]1CCCCCCC)c1scc(C)[n+]1CCCCCCC,TOXRIC_only,1,f1e60878204bfc36cb87
9052,0ba63dee0dbbe09dde67,CCCCCCCN1CCc2c(c3cc(C)ccc3n2CCc2ccc(C)nc2)C1,TOXRIC_only,3,0ba63dee0dbbe09dde67
9053,bb13377e26c88b88a335,CCCCCCCN1CCc2c(c3cc(OC)ccc3n2CCc2ccc(C)nc2)C1,TOXRIC_only,5,bb13377e26c88b88a335
9054,064017d9bf49b70c34ce,CCCCCCCN1CCc2c(c3ccccc3n2CCc2ccc(C)nc2)C1,TOXRIC_only,3,064017d9bf49b70c34ce
9055,f56bde916dfa89e45ea5,CCCCCCCN1CCc2ncccc2C1,TOXRIC_only,3,f56bde916dfa89e45ea5
9056,3f056c2fe9d0f6c532db,CCCCCCCN=C(c1cc(Cl)ccc1O)c1ccccc1Cl,TOXRIC_only,2,3f056c2fe9d0f6c532db
9057,d646fa4ed8dd7d8826df,CCCCCCCNC(=O)CN1CCCCC1,TOXRIC_only,1,d646fa4ed8dd7d8826df
9058,e870ad72994afbd31523,CCCCCCCNC(=O)Oc1ccc2c(c1)C1(C)CCN(C)C1N2C,TOXRIC_only,1,e870ad72994afbd31523
9059,7f85e2b4dcf449d83c5e,CCCCCCCNC(=O)Oc1ccc2c(c1)C1CCN(CC)C1C2,TOXRIC_only,3,7f85e2b4dcf449d83c5e
9060,eb6173fe3ad096632680,CCCCCCCNC(=O)c1c(O)c2ccccc2[nH]c1=O,TOXRIC_only,2,eb6173fe3ad096632680
9061,a548320dc8a47c0feae0,CCCCCCCNC1CCCc2cc(OC)ccc21,TOXRIC_only,1,a548320dc8a47c0feae0
9062,1ef685551ecfded625ef,CCCCCCCNCCSS(=O)(=O)O,TOXRIC_only,5,1ef685551ecfded625ef
9063,a324ea56c8645b5f098f,CCCCCCCNCc1ccc(C(C)C)cc1,TOXRIC_only,4,a324ea56c8645b5f098f
9064,96357f6b2794aa27bef5,CCCCCCCNN,TOXRIC_only,2,96357f6b2794aa27bef5
9065,9f1ccc9a809f8e7e87d0,CCCCCCCNNC(=O)c1cc(C)on1,TOXRIC_only,5,9f1ccc9a809f8e7e87d0
9066,6cc5377044f3f4e74533,CCCCCCCNc1c2c(nc3cc(OC)ccc13)CCCC2,TOXRIC_only,4,6cc5377044f3f4e74533
9067,4df45082dc18e78cac8b,CCCCCCCOC(=O)C(N)Cc1ccccc1,TOXRIC_only,5,4df45082dc18e78cac8b
9068,5549a70958cab4fdb6fd,CCCCCCCOC(=O)C(N)c1ccccc1,TOXRIC_only,3,5549a70958cab4fdb6fd
9069,ff915b87e264d8fccb8d,CCCCCCCOC(=O)CC(N)c1ccccc1,TOXRIC_only,3,ff915b87e264d8fccb8d
9070,d938238c2e55dd496794,CCCCCCCOC(=O)COc1ccc2c(c1)C(=O)c1cc(OCC(=O)OCCCCCCC)ccc1-2,TOXRIC_only,3,d938238c2e55dd496794
9071,68677640da0b227f5b68,CCCCCCCOC(=O)C[N+](C)(C)CC=C(C)Cc1ccccc1,TOXRIC_only,1,68677640da0b227f5b68
9072,0bc925efbf5c5f60ef0c,CCCCCCCOC(=O)C[N+](CC)(CC)CC=C(C)Cc1ccccc1Br,TOXRIC_only,2,0bc925efbf5c5f60ef0c
9073,e82995128d04511482f7,CCCCCCCOC(=O)C[N+]1(CC=C(C)Cc2ccc(-c3ccc(CC(C)=CC[N+]4(CC(=O)OCCCCCCC)CCCCC4)cc3)cc2)CCCCC1,TOXRIC_only,2,e82995128d04511482f7
9074,d0012eac5aafc285583a,CCCCCCCOC(=O)C[N+]1(CC=C(C)Cc2ccccc2)CCCCC1,TOXRIC_only,5,d0012eac5aafc285583a
9075,014ee40acf9d071d118f,CCCCCCCOC(=O)C[N+]1(CC=C(C)Cc2ccccc2Cl)CCCCC1,TOXRIC_only,2,014ee40acf9d071d118f
9076,8a63aad4c73601ee52f5,CCCCCCCOC(C)n1ccc2ccccc21,TOXRIC_only,5,8a63aad4c73601ee52f5
9077,91675d5428d1ccf3b7fa,CCCCCCCOC1=C(C)C(=O)C2=C(C1=O)C(COC(N)=O)C1(OC)C3NC3CN21,TOXRIC_only,5,91675d5428d1ccf3b7fa
9078,58b57dbaaa14f48bd491,CCCCCCCOc1ccc(C(C)N)cc1,TOXRIC_only,5,58b57dbaaa14f48bd491
9079,58aea8c746c05a77113c,CCCCCCCOc1ccc(CCN)cc1,TOXRIC_only,4,58aea8c746c05a77113c
9080,2ffcb2a6af629dac2a32,CCCCCCCOc1ccccc1C(=O)Nc1ccc(C(=O)OCC[N+](C)(CC)CC)cc1,TOXRIC_only,3,2ffcb2a6af629dac2a32
9081,4297b045a25b839fa9cf,CCCCCCCOc1ccccc1C(N)=O,TOXRIC_only,2,4297b045a25b839fa9cf
9082,001d51b20900f84f03e2,CCCCCCCOc1ccccc1NC(=O)OC(C)CN(CC)CC,TOXRIC_only,5,001d51b20900f84f03e2
9083,13b66766246c8c562fa7,CCCCCCCOc1ccccc1NC(=O)OCCN1CCCCC1,TOXRIC_only,5,13b66766246c8c562fa7
9084,8f6ce4aade9ab1e1c725,CCCCCCCOc1nc(N)nc(N)n1,TOXRIC_only,1,8f6ce4aade9ab1e1c725
9085,1bd65d08b39a88685bd1,CCCCCCCS,mixed,2,1bd65d08b39a88685bd1
9086,9972067d70e7b41bbc05,CCCCCCCSC#N,TOXRIC_only,1,9972067d70e7b41bbc05
9087,8804fa83d83c7bbac6cf,CCCCCCCSCCC(=O)O,TOXRIC_only,5,8804fa83d83c7bbac6cf
9088,693cda923a18a98b4136,CCCCCCCSCCCCCCN1CCSC1,TOXRIC_only,4,693cda923a18a98b4136
9089,937fe1e037efa37a73f5,CCCCCCCSCCCCCN1CCSC1,TOXRIC_only,2,937fe1e037efa37a73f5
9090,e1d27c739c867ec3a110,CCCCCCCSCCCCN1CCSC1,TOXRIC_only,1,e1d27c739c867ec3a110
9091,1b3bc02d9b715a5314df,CCCCCCCSCCCN1CCSC1,TOXRIC_only,2,1b3bc02d9b715a5314df
9092,d2eb50f62007cf3dd346,CCCCCCCSCCN1CCSC1,TOXRIC_only,2,d2eb50f62007cf3dd346
9093,0f5ab14718b48a073695,CCCCCCCSCCc1ccncc1,TOXRIC_only,1,0f5ab14718b48a073695
9094,fabb6388b6bed5ae4765,CCCCCCC[N+](C)(C)C,TOXRIC_only,5,fabb6388b6bed5ae4765
9095,996df7ba4772d09906d6,CCCCCCC[N+](C)(C)CCOC(=O)CCC(=O)OCC[N+](C)(C)CCCCCCC,TOXRIC_only,5,996df7ba4772d09906d6
9096,d3e2ad58419ab0978368,CCCCCCC[N+](C)(C)CCOCC[N+](CC)(CC)CCCCCCC,TOXRIC_only,4,d3e2ad58419ab0978368
9097,46d699201d62d75ae2e2,CCCCCCC[N+](CC)(CC)CCOC(=O)C(C1CCCC1)C1CCCC1,TOXRIC_only,1,46d699201d62d75ae2e2
9098,e06a04eab7444e859688,CCCCCCC[N+]1(CC)CCCCC1,TOXRIC_only,2,e06a04eab7444e859688
9099,46690863f5d876092b48,CCCCCCCc1cc(O)c2ccccc2[n+]1[O-],TOXRIC_only,2,46690863f5d876092b48
9100,ed0ca5d1d9090800e19c,CCCCCCCc1ccc(C(=O)O)nc1,TOXRIC_only,1,ed0ca5d1d9090800e19c
9101,d83d6b63325a83e80e3e,CCCCCCCc1ccc2c(c1)c(O)cc[n+]2[O-],TOXRIC_only,5,d83d6b63325a83e80e3e
9102,a55819ae73bebc69c062,CCCCCCCc1nc2c([nH]1)c(=O)n(C)c(=O)n2C,TOXRIC_only,3,a55819ae73bebc69c062
9103,b33cc31128c486845569,CCCCCCF,mixed,1,b33cc31128c486845569
9104,098c91d88a6213367d66,CCCCCCN(C(C)=O)c1ccsc1NC(C)=O,TOXRIC_only,5,098c91d88a6213367d66
9105,4f18be72ebfef7bba771,CCCCCCN(C(C)=O)c1ccsc1[N+](=O)[O-],TOXRIC_only,2,4f18be72ebfef7bba771
9106,a9fd8539d05bfa690819,CCCCCCN(C)C,TOXRIC_only,3,a9fd8539d05bfa690819
9107,61e6f6debf9e270f05e9,CCCCCCN(CCCCCC)CC(=O)NN,TOXRIC_only,5,61e6f6debf9e270f05e9
9108,1b10fbc81c71e413a734,CCCCCCN(CCCCCC)CC(=O)OCC,TOXRIC_only,5,1b10fbc81c71e413a734
9109,92bb2363e5a71fa95c4e,CCCCCCN1C(C(C)C)=NCc2ccccc2S1(=O)=O,TOXRIC_only,2,92bb2363e5a71fa95c4e
9110,cfd52df6f38b8e3e27f8,CCCCCCN1C(C)=NCc2ccccc2S1(=O)=O,TOXRIC_only,5,cfd52df6f38b8e3e27f8
9111,852144b4692731049c12,CCCCCCN1C(CC)=NCc2ccccc2S1(=O)=O,TOXRIC_only,5,852144b4692731049c12
9112,50215dcc64e209c3c12b,CCCCCCN1C(CCC)=NCc2ccccc2S1(=O)=O,TOXRIC_only,1,50215dcc64e209c3c12b
9113,2d1508becad9a06b83aa,CCCCCCN1C(CCCCC)=NCc2ccccc2S1(=O)=O,TOXRIC_only,4,2d1508becad9a06b83aa
9114,db174e022dfc8a7f9adb,CCCCCCN1CC(=O)N(Cc2ccc(Nc3ncccn3)cc2)CC1=O,TOXRIC_only,4,db174e022dfc8a7f9adb
9115,cfb24cda89ed7c010753,CCCCCCN1CCC(C(=O)N(CC)CC)CC1,TOXRIC_only,2,cfb24cda89ed7c010753
9116,b13d35445f4eebe7f5e0,CCCCCCN1CCC2(C)c3ccccc3CC1C2C,TOXRIC_only,1,b13d35445f4eebe7f5e0
9117,3d8616f737661a82ffb8,CCCCCCN1CCCC(C(=O)N2CCN(C(=O)C3CCCN(CCCCCC)C3)CC2)C1,TOXRIC_only,3,3d8616f737661a82ffb8
9118,8dacf904dae892744a1b,CCCCCCN1CCN(Cc2cc(OC)ccc2OC)C(=O)C1=O,TOXRIC_only,4,8dacf904dae892744a1b
9119,c9db8888c6f8c9cff0ee,CCCCCCN1CCN(Cc2ccc(N(C(C)=O)C(C)=O)cc2)C(=O)C1=O,TOXRIC_only,3,c9db8888c6f8c9cff0ee
9120,87f869ba2459e5ae74a6,CCCCCCN1CCN(Cc2ccc(N(CC)CC)c(Br)c2)C(=O)C1=O,TOXRIC_only,4,87f869ba2459e5ae74a6
9121,84790337a207ad4d4907,CCCCCCN1CCN(Cc2ccc(N(CC)CC)c(C)c2)C(=O)C1=O,TOXRIC_only,5,84790337a207ad4d4907
9122,c150150049a51a06279f,CCCCCCN1CCN(Cc2ccc(N(CC)CC)c(Cl)c2)C(=O)C1=O,TOXRIC_only,5,c150150049a51a06279f
9123,cfc72bb1c46f568176c0,CCCCCCN1CCN(Cc2ccc(N(CC)CC)cc2)C(=O)C1=O,TOXRIC_only,2,cfc72bb1c46f568176c0
9124,7701e1d2b0ceb6c8e414,CCCCCCN1CCN(Cc2ccc(N(CC)CC)cc2Cl)C(=O)C1=O,TOXRIC_only,1,7701e1d2b0ceb6c8e414
9125,a1ed8d56970f857288df,CCCCCCN1CCN(Cc2ccc(N3CCCCC3)cc2)C(=O)C1=O,TOXRIC_only,1,a1ed8d56970f857288df
9126,f9774452669aae4c71a9,CCCCCCN1CCN(Cc2ccc(NC(=O)CCCl)cc2)C(=O)C1=O,TOXRIC_only,4,f9774452669aae4c71a9
9127,384b0b3a0f65c4db9726,CCCCCCN1CCN(Cc2ccc(NC(=O)CCl)cc2)C(=O)C1=O,TOXRIC_only,5,384b0b3a0f65c4db9726
9128,1cca3632e6144971c5cb,CCCCCCN1CCN(Cc2ccc(NC(C)C)cc2)C(=O)C1=O,TOXRIC_only,2,1cca3632e6144971c5cb
9129,c5f12452fbca9c3e5343,CCCCCCN1CCN(Cc2ccc(NCc3ccncc3)cc2)C(=O)C1=O,TOXRIC_only,3,c5f12452fbca9c3e5343
9130,add26125666d5ba98449,CCCCCCN1CCN(Cc2ccc(Nc3ccccn3)cc2)C(=O)C1=O,TOXRIC_only,5,add26125666d5ba98449
9131,13ff63494dfa9d02fe11,CCCCCCN1CCN(Cc2ccc(Nc3ccncc3)cc2)C(=O)C1=O,TOXRIC_only,3,13ff63494dfa9d02fe11
9132,b47bd3028b953fa8e391,CCCCCCN1CCN(Cc2ccc(Nc3ncccn3)cc2)C(=O)C1=O,TOXRIC_only,1,b47bd3028b953fa8e391
9133,335e86dc1d3dae603b2e,CCCCCCN1CCN(Cc2ccc(Nc3nccs3)cc2)C(=O)C1=O,TOXRIC_only,4,335e86dc1d3dae603b2e
9134,ba67e0bdc56cdfc5048b,CCCCCCN1CCN(Cc2ccc(OC)c(OC)c2OC)C(=O)C1=O,TOXRIC_only,2,ba67e0bdc56cdfc5048b
9135,273e96d65c53fb169eaa,CCCCCCN1CCN(Cc2ccc(OC)cc2OC)C(=O)C1=O,TOXRIC_only,5,273e96d65c53fb169eaa
9136,9c90cc34b440d0725ec2,CCCCCCN1CCN(c2ccc(N(CC)C(=O)CCl)cc2)C(=O)C1=O,TOXRIC_only,3,9c90cc34b440d0725ec2
9137,1b294512ccfd67ade0cd,CCCCCCN1CCc2ncccc2C1,TOXRIC_only,4,1b294512ccfd67ade0cd
9138,81bc442c7a10473a64aa,CCCCCCN=C(c1cc(Cl)ccc1O)c1ccccc1Cl,TOXRIC_only,2,81bc442c7a10473a64aa
9139,d161030c15c2813b0a5d,CCCCCCNC,mixed,4,d161030c15c2813b0a5d
9140,94d0ab8dc7612bb3e3ad,CCCCCCNC(=N)N=C(N)N,TOXRIC_only,3,94d0ab8dc7612bb3e3ad
9141,d4cae35720400842ffdc,CCCCCCNC(=O)C1CSC(c2ccccc2)N1,TOXRIC_only,5,d4cae35720400842ffdc
9142,1f00cc6cc19986b3953f,CCCCCCNC(=O)C1OC(n2cnc3c(N)ncnc32)C(O)C1O,TOXRIC_only,4,1f00cc6cc19986b3953f
9143,1d24412c7d8006695fb2,CCCCCCNC(=O)CN1CCCCC1,TOXRIC_only,4,1d24412c7d8006695fb2
9144,f34501fd5441e004dc52,CCCCCCNC(=O)Oc1ccc2c(c1)C1(C)CCN(CC)C2C1,TOXRIC_only,2,f34501fd5441e004dc52
9145,bbf73c6f9f6d30109aff,CCCCCCNC(=O)Oc1ccc2c(c1)C1CCN(CC)C1C2,TOXRIC_only,5,bbf73c6f9f6d30109aff
9146,7b23969d4c4f0071cae6,CCCCCCNC(=O)c1c(O)c2ccccc2[nH]c1=O,TOXRIC_only,2,7b23969d4c4f0071cae6
9147,3570a4e525e5f6d45a58,CCCCCCNC(=O)n1cc(F)c(=O)[nH]c1=O,mixed,2,3570a4e525e5f6d45a58
9148,042b622e88bcb6122245,CCCCCCNC(=S)C(=S)NCCCCCC,TOXRIC_only,4,042b622e88bcb6122245
9149,b633d17012dd2479e6f8,CCCCCCNCCCNc1c2ccccc2nc2cccc([N+](=O)[O-])c12,TOXRIC_only,1,b633d17012dd2479e6f8
9150,a16676092be904a962f1,CCCCCCNCCCc1ccccc1OC,TOXRIC_only,2,a16676092be904a962f1
9151,587e4bd872e4bc47b042,CCCCCCNCCS,TOXRIC_only,1,587e4bd872e4bc47b042
9152,7bca99d7dfbfa36c90d5,CCCCCCNCCSS(=O)(=O)O,TOXRIC_only,2,7bca99d7dfbfa36c90d5
9153,63ce6002c6432a8e14dc,CCCCCCNCc1ccc(C(C)C)cc1,TOXRIC_only,2,63ce6002c6432a8e14dc
9154,9b3bb376db2fcbd70a35,CCCCCCNN,TOXRIC_only,2,9b3bb376db2fcbd70a35
9155,0379b27dd0e5018b45c3,CCCCCCNc1c2c(nc3ccccc13)-c1ccccc1C2=O,TOXRIC_only,5,0379b27dd0e5018b45c3
9156,6b5091238f1513a8f9b8,CCCCCCNc1c2c(nc3ccccc13)CCCC2,TOXRIC_only,4,6b5091238f1513a8f9b8
9157,f0c6a82de3b0cd0e03cd,CCCCCCNc1c2c(nc3ccccc13)CCCCC2,TOXRIC_only,4,f0c6a82de3b0cd0e03cd
9158,d1cc6fbde8e1ac3a6ccd,CCCCCCNc1ccsc1[N+](=O)[O-],TOXRIC_only,5,d1cc6fbde8e1ac3a6ccd
9159,865eb419b3d27aab108d,CCCCCCOC(=O)C(N)CCc1ccccc1,TOXRIC_only,1,865eb419b3d27aab108d
9160,32c2cd26bfcbcb9bc9e8,CCCCCCOC(=O)C(N)c1ccccc1,TOXRIC_only,5,32c2cd26bfcbcb9bc9e8
9161,62742a2634a86a826716,CCCCCCOC(=O)CC(N)c1ccccc1,TOXRIC_only,2,62742a2634a86a826716
9162,09663c7a0409e86f9388,CCCCCCOC(=O)CCC(N)c1ccccc1,TOXRIC_only,1,09663c7a0409e86f9388
9163,f8a00a9a4e59a7974b04,CCCCCCOC(=O)CCCN=C(c1ccc(Cl)cc1)c1cc(F)ccc1O,TOXRIC_only,1,f8a00a9a4e59a7974b04
