arm,development_row_id,evaluation_fold
no_filter,15139,1
no_filter,15140,2
no_filter,15141,4
no_filter,15142,3
no_filter,15143,3
no_filter,15144,2
no_filter,15145,2
no_filter,15146,4
no_filter,15147,4
no_filter,15148,2
no_filter,15149,5
no_filter,15150,4
no_filter,15151,5
no_filter,15152,5
no_filter,15153,4
no_filter,15154,4
no_filter,15155,4
no_filter,15156,3
no_filter,15157,4
no_filter,15158,1
no_filter,15159,1
no_filter,15160,5
no_filter,15161,5
no_filter,15162,3
no_filter,15163,3
no_filter,15164,1
no_filter,15165,3
no_filter,15166,5
no_filter,15167,4
no_filter,15168,1
no_filter,15169,5
no_filter,15170,1
no_filter,15171,1
no_filter,15172,3
no_filter,15173,4
no_filter,15174,3
no_filter,15175,1
no_filter,15176,2
no_filter,15177,2
no_filter,15178,3
no_filter,15179,5
no_filter,15180,1
no_filter,15181,2
no_filter,15182,3
no_filter,15183,5
no_filter,15184,4
no_filter,15185,4
no_filter,15186,4
no_filter,15187,5
no_filter,15188,3
no_filter,15189,2
no_filter,15190,3
no_filter,15191,1
no_filter,15192,2
no_filter,15193,5
no_filter,15194,4
no_filter,15195,5
no_filter,15196,3
no_filter,15197,4
no_filter,15198,5
no_filter,15199,2
no_filter,15200,5
no_filter,15201,3
no_filter,15202,5
no_filter,15203,3
no_filter,15204,3
no_filter,15205,2
no_filter,15206,5
no_filter,15207,5
no_filter,15208,1
no_filter,15209,1
no_filter,15210,4
no_filter,15211,1
no_filter,15212,2
no_filter,15213,3
no_filter,15214,1
no_filter,15215,2
no_filter,15216,5
no_filter,15217,4
no_filter,15218,1
no_filter,15219,2
no_filter,15220,1
no_filter,15221,3
no_filter,15222,5
no_filter,15223,5
no_filter,15224,4
no_filter,15225,4
no_filter,15226,5
no_filter,15227,1
no_filter,15228,5
no_filter,15229,5
no_filter,15230,2
no_filter,15231,4
no_filter,15232,1
no_filter,15233,5
no_filter,15234,4
no_filter,15235,5
no_filter,15236,1
no_filter,15237,2
no_filter,15238,2
no_filter,15239,1
no_filter,15240,5
no_filter,15241,2
no_filter,15242,2
no_filter,15243,1
no_filter,15244,1
no_filter,15245,3
no_filter,15246,5
no_filter,15247,4
no_filter,15248,4
no_filter,15249,3
no_filter,15250,4
no_filter,15251,5
no_filter,15252,1
no_filter,15253,5
no_filter,15254,5
no_filter,15255,4
no_filter,15256,4
no_filter,15257,4
no_filter,15258,1
no_filter,15259,2
no_filter,15260,1
no_filter,15261,5
no_filter,15262,3
no_filter,15263,3
no_filter,15264,2
no_filter,15265,2
no_filter,15266,1
no_filter,15267,2
no_filter,15268,2
no_filter,15269,4
no_filter,15270,3
no_filter,15271,5
no_filter,15272,1
no_filter,15273,2
no_filter,15274,1
no_filter,15275,5
no_filter,15276,2
no_filter,15277,1
no_filter,15278,1
no_filter,15279,3
no_filter,15280,1
no_filter,15281,1
no_filter,15282,5
no_filter,15283,2
no_filter,15284,5
no_filter,15285,4
no_filter,15286,3
no_filter,15287,3
no_filter,15288,2
no_filter,15289,2
no_filter,15290,4
no_filter,15291,1
no_filter,15292,2
no_filter,15293,3
no_filter,15294,2
no_filter,15295,4
no_filter,15296,2
no_filter,15297,2
no_filter,15298,1
no_filter,15299,2
no_filter,15300,5
no_filter,15301,1
no_filter,15302,4
no_filter,15303,3
no_filter,15304,3
no_filter,15305,5
no_filter,15306,2
no_filter,15307,4
no_filter,15308,1
no_filter,15309,5
no_filter,15310,5
no_filter,15311,2
no_filter,15312,4
no_filter,15313,5
no_filter,15314,3
no_filter,15315,2
no_filter,15316,4
no_filter,15317,5
no_filter,15318,3
no_filter,15319,2
no_filter,15320,2
no_filter,15321,4
no_filter,15322,1
no_filter,15323,4
no_filter,15324,3
no_filter,15325,3
no_filter,15326,4
no_filter,15327,5
no_filter,15328,5
no_filter,15329,4
no_filter,15330,3
no_filter,15331,1
no_filter,15332,4
no_filter,15333,3
no_filter,15334,1
no_filter,15335,2
no_filter,15336,2
no_filter,15337,2
no_filter,15338,5
no_filter,15339,4
no_filter,15340,3
no_filter,15341,3
no_filter,15342,3
no_filter,15343,5
no_filter,15344,3
no_filter,15345,4
no_filter,15346,5
no_filter,15347,4
no_filter,15348,2
no_filter,15349,5
no_filter,15350,1
no_filter,15351,4
no_filter,15352,5
no_filter,15353,1
no_filter,15354,3
no_filter,15355,4
no_filter,15356,1
no_filter,15357,4
no_filter,15358,5
no_filter,15359,4
no_filter,15360,5
no_filter,15361,2
no_filter,15362,1
no_filter,15363,1
no_filter,15364,1
no_filter,15365,3
no_filter,15366,4
no_filter,15367,4
no_filter,15368,4
no_filter,15369,5
no_filter,15370,1
no_filter,15371,4
no_filter,15372,5
no_filter,15373,5
no_filter,15374,5
no_filter,15375,1
no_filter,15376,3
no_filter,15377,3
no_filter,15378,4
no_filter,15379,5
no_filter,15380,3
no_filter,15381,2
no_filter,15382,1
no_filter,15383,4
no_filter,15384,5
no_filter,15385,4
no_filter,15386,5
no_filter,15387,3
no_filter,15388,1
no_filter,15389,4
no_filter,15390,4
no_filter,15391,2
no_filter,15392,2
no_filter,15393,1
no_filter,15394,1
no_filter,15395,1
no_filter,15396,1
no_filter,15397,1
no_filter,15398,5
no_filter,15399,3
no_filter,15400,1
no_filter,15401,4
no_filter,15402,3
no_filter,15403,3
no_filter,15404,1
no_filter,15405,3
no_filter,15406,5
no_filter,15407,5
no_filter,15408,5
no_filter,15409,2
no_filter,15410,3
no_filter,15411,2
no_filter,15412,2
no_filter,15413,2
no_filter,15414,3
no_filter,15415,1
no_filter,15416,2
no_filter,15417,5
no_filter,15418,2
no_filter,15419,4
no_filter,15420,3
no_filter,15421,2
no_filter,15422,5
no_filter,15423,1
no_filter,15424,4
no_filter,15425,1
no_filter,15426,3
no_filter,15427,1
no_filter,15428,2
no_filter,15429,3
no_filter,15430,2
no_filter,15431,1
no_filter,15432,5
no_filter,15433,1
no_filter,15434,5
no_filter,15435,2
no_filter,15436,3
no_filter,15437,4
no_filter,15438,5
no_filter,15439,4
no_filter,15440,2
no_filter,15441,5
no_filter,15442,3
no_filter,15443,1
no_filter,15444,1
no_filter,15445,4
no_filter,15446,2
no_filter,15447,4
no_filter,15448,3
no_filter,15449,5
no_filter,15450,4
no_filter,15451,5
no_filter,15452,1
no_filter,15453,3
no_filter,15454,5
no_filter,15455,4
no_filter,15456,4
no_filter,15457,5
no_filter,15458,3
no_filter,15459,3
no_filter,15460,3
no_filter,15461,2
no_filter,15462,4
no_filter,15463,3
no_filter,15464,4
no_filter,15465,3
no_filter,15466,2
no_filter,15467,3
no_filter,15468,1
no_filter,15469,2
no_filter,15470,5
no_filter,15471,4
no_filter,15472,5
no_filter,15473,1
no_filter,15474,5
no_filter,15475,5
no_filter,15476,2
no_filter,15477,3
no_filter,15478,3
no_filter,15479,4
no_filter,15480,3
no_filter,15481,2
no_filter,15482,2
no_filter,15483,1
no_filter,15484,1
no_filter,15485,5
no_filter,15486,2
no_filter,15487,4
no_filter,15488,2
no_filter,15489,4
no_filter,15490,1
no_filter,15491,2
no_filter,15492,1
no_filter,15493,5
no_filter,15494,3
no_filter,15495,2
no_filter,15496,3
no_filter,15497,2
no_filter,15498,1
no_filter,15499,2
no_filter,15500,4
no_filter,15501,3
no_filter,15502,4
no_filter,15503,1
no_filter,15504,5
no_filter,15505,3
no_filter,15506,3
no_filter,15507,1
no_filter,15508,1
no_filter,15509,2
no_filter,15510,3
no_filter,15511,5
no_filter,15512,5
no_filter,15513,3
no_filter,15514,5
no_filter,15515,5
no_filter,15516,2
no_filter,15517,4
no_filter,15518,2
no_filter,15519,5
no_filter,15520,4
no_filter,15521,2
no_filter,15522,4
no_filter,15523,5
no_filter,15524,5
no_filter,15525,5
no_filter,15526,1
no_filter,15527,4
no_filter,15528,1
no_filter,15529,3
no_filter,15530,1
no_filter,15531,4
no_filter,15532,3
no_filter,15533,2
no_filter,15534,5
no_filter,15535,3
no_filter,15536,4
no_filter,15537,2
no_filter,15538,1
no_filter,15539,4
no_filter,15540,5
no_filter,15541,2
no_filter,15542,1
no_filter,15543,2
no_filter,15544,3
no_filter,15545,4
no_filter,15546,2
no_filter,15547,1
no_filter,15548,1
no_filter,15549,5
no_filter,15550,1
no_filter,15551,4
no_filter,15552,3
no_filter,15553,5
no_filter,15554,3
no_filter,15555,3
no_filter,15556,1
no_filter,15557,2
no_filter,15558,3
no_filter,15559,3
no_filter,15560,5
no_filter,15561,2
no_filter,15562,3
no_filter,15563,5
no_filter,15564,1
no_filter,15565,1
no_filter,15566,4
no_filter,15567,4
no_filter,15568,3
no_filter,15569,2
no_filter,15570,2
no_filter,15571,3
no_filter,15572,4
no_filter,15573,3
no_filter,15574,4
no_filter,15575,3
no_filter,15576,5
no_filter,15577,5
no_filter,15578,1
no_filter,15579,3
no_filter,15580,4
no_filter,15581,5
no_filter,15582,3
no_filter,15583,3
no_filter,15584,3
no_filter,15585,5
no_filter,15586,3
no_filter,15587,3
no_filter,15588,5
no_filter,15589,3
no_filter,15590,2
no_filter,15591,3
no_filter,15592,5
no_filter,15593,1
no_filter,15594,2
no_filter,15595,4
no_filter,15596,5
no_filter,15597,3
no_filter,15598,1
no_filter,15599,5
no_filter,15600,3
no_filter,15601,1
no_filter,15602,1
no_filter,15603,1
no_filter,15604,1
no_filter,15605,4
no_filter,15606,1
no_filter,15607,2
no_filter,15608,4
no_filter,15609,1
no_filter,15610,1
no_filter,15611,4
no_filter,15612,4
no_filter,15613,4
no_filter,15614,2
no_filter,15615,1
no_filter,15616,4
no_filter,15617,1
no_filter,15618,4
no_filter,15619,4
no_filter,15620,4
no_filter,15621,1
no_filter,15622,3
no_filter,15623,5
no_filter,15624,3
no_filter,15625,2
no_filter,15626,3
no_filter,15627,5
no_filter,15628,3
no_filter,15629,4
no_filter,15630,4
no_filter,15631,1
no_filter,15632,5
no_filter,15633,3
no_filter,15634,3
no_filter,15635,4
no_filter,15636,3
no_filter,15637,1
no_filter,15638,4
no_filter,15639,5
no_filter,15640,3
no_filter,15641,5
no_filter,15642,1
no_filter,15643,1
no_filter,15644,1
no_filter,15645,1
no_filter,15646,5
no_filter,15647,3
no_filter,15648,3
no_filter,15649,5
no_filter,15650,2
no_filter,15651,4
no_filter,15652,1
no_filter,15653,4
no_filter,15654,3
no_filter,15655,2
no_filter,15656,1
no_filter,15657,3
no_filter,15658,1
no_filter,15659,4
no_filter,15660,3
no_filter,15661,2
no_filter,15662,3
no_filter,15663,4
no_filter,15664,4
no_filter,15665,2
no_filter,15666,3
no_filter,15667,3
no_filter,15668,3
no_filter,15669,4
no_filter,15670,5
no_filter,15671,1
no_filter,15672,2
no_filter,15673,2
no_filter,15674,5
no_filter,15675,5
no_filter,15676,2
no_filter,15677,3
no_filter,15678,4
no_filter,15679,3
no_filter,15680,3
no_filter,15681,5
no_filter,15682,4
no_filter,15683,3
no_filter,15684,2
no_filter,15685,1
no_filter,15686,5
no_filter,15687,1
no_filter,15688,5
no_filter,15689,5
no_filter,15690,4
no_filter,15691,3
no_filter,15692,2
no_filter,15693,3
no_filter,15694,2
no_filter,15695,1
no_filter,15696,4
no_filter,15697,3
no_filter,15698,4
no_filter,15699,4
no_filter,15700,4
no_filter,15701,4
no_filter,15702,4
no_filter,15703,1
no_filter,15704,4
no_filter,15705,1
no_filter,15706,5
no_filter,15707,5
no_filter,15708,5
no_filter,15709,1
no_filter,15710,4
no_filter,15711,3
no_filter,15712,1
no_filter,15713,3
no_filter,15714,2
no_filter,15715,5
no_filter,15716,1
no_filter,15717,5
no_filter,15718,2
no_filter,15719,4
no_filter,15720,3
no_filter,15721,5
no_filter,15722,4
no_filter,15723,1
no_filter,15724,1
no_filter,15725,2
no_filter,15726,1
no_filter,15727,1
no_filter,15728,5
no_filter,15729,3
no_filter,15730,1
no_filter,15731,1
no_filter,15732,4
no_filter,15733,4
no_filter,15734,4
no_filter,15735,5
no_filter,15736,2
no_filter,15737,3
no_filter,15738,4
no_filter,15739,4
no_filter,15740,1
no_filter,15741,3
no_filter,15742,1
no_filter,15743,5
no_filter,15744,3
no_filter,15745,1
no_filter,15746,1
no_filter,15747,5
no_filter,15748,5
no_filter,15749,5
no_filter,15750,1
no_filter,15751,1
no_filter,15752,3
no_filter,15753,4
no_filter,15754,4
no_filter,15755,1
no_filter,15756,1
no_filter,15757,1
no_filter,15758,2
no_filter,15759,2
no_filter,15760,3
no_filter,15761,4
no_filter,15762,4
no_filter,15763,2
no_filter,15764,4
no_filter,15765,4
no_filter,15766,2
no_filter,15767,2
no_filter,15768,5
no_filter,15769,2
no_filter,15770,3
no_filter,15771,2
no_filter,15772,3
no_filter,15773,2
no_filter,15774,4
no_filter,15775,4
no_filter,15776,1
no_filter,15777,2
no_filter,15778,1
no_filter,15779,3
no_filter,15780,2
no_filter,15781,5
no_filter,15782,3
no_filter,15783,3
no_filter,15784,4
no_filter,15785,2
no_filter,15786,1
no_filter,15787,5
no_filter,15788,1
no_filter,15789,2
no_filter,15790,5
no_filter,15791,4
no_filter,15792,4
no_filter,15793,2
no_filter,15794,1
no_filter,15795,5
no_filter,15796,5
no_filter,15797,3
no_filter,15798,3
no_filter,15799,4
no_filter,15800,1
no_filter,15801,1
no_filter,15802,4
no_filter,15803,3
no_filter,15804,5
no_filter,15805,3
no_filter,15806,4
no_filter,15807,2
no_filter,15808,1
no_filter,15809,1
no_filter,15810,5
no_filter,15811,1
no_filter,15812,5
no_filter,15813,4
no_filter,15814,3
no_filter,15815,4
no_filter,15816,3
no_filter,15817,1
no_filter,15818,3
no_filter,15819,3
no_filter,15820,1
no_filter,15821,2
no_filter,15822,1
no_filter,15823,4
no_filter,15824,3
no_filter,15825,1
no_filter,15826,2
no_filter,15827,3
no_filter,15828,3
no_filter,15829,1
no_filter,15830,5
no_filter,15831,4
no_filter,15832,3
no_filter,15833,5
no_filter,15834,3
no_filter,15835,4
no_filter,15836,1
no_filter,15837,1
no_filter,15838,2
no_filter,15839,3
no_filter,15840,3
no_filter,15841,1
no_filter,15842,2
no_filter,15843,2
no_filter,15844,3
no_filter,15845,5
no_filter,15846,3
no_filter,15847,4
no_filter,15848,5
no_filter,15849,5
no_filter,15850,5
no_filter,15851,1
no_filter,15852,2
no_filter,15853,4
no_filter,15854,1
no_filter,15855,5
no_filter,15856,4
no_filter,15857,4
no_filter,15858,4
no_filter,15859,5
no_filter,15860,1
no_filter,15861,5
no_filter,15862,1
no_filter,15863,4
no_filter,15864,4
no_filter,15865,1
no_filter,15866,3
no_filter,15867,4
no_filter,15868,2
no_filter,15869,1
no_filter,15870,4
no_filter,15871,4
no_filter,15872,4
no_filter,15873,3
no_filter,15874,2
no_filter,15875,3
no_filter,15876,5
no_filter,15877,1
no_filter,15878,3
no_filter,15879,3
no_filter,15880,4
no_filter,15881,5
no_filter,15882,5
no_filter,15883,5
no_filter,15884,1
no_filter,15885,1
no_filter,15886,5
no_filter,15887,5
no_filter,15888,3
no_filter,15889,3
no_filter,15890,4
no_filter,15891,3
no_filter,15892,5
no_filter,15893,4
no_filter,15894,1
no_filter,15895,2
no_filter,15896,5
no_filter,15897,5
no_filter,15898,4
no_filter,15899,5
no_filter,15900,2
no_filter,15901,5
no_filter,15902,1
no_filter,15903,4
no_filter,15904,2
no_filter,15905,5
no_filter,15906,5
no_filter,15907,3
no_filter,15908,4
no_filter,15909,4
no_filter,15910,2
no_filter,15911,3
no_filter,15912,2
no_filter,15913,5
no_filter,15914,2
no_filter,15915,1
no_filter,15916,5
no_filter,15917,1
no_filter,15918,3
no_filter,15919,4
no_filter,15920,5
no_filter,15921,1
no_filter,15922,3
no_filter,15923,3
no_filter,15924,5
no_filter,15925,2
no_filter,15926,4
no_filter,15927,5
no_filter,15928,4
no_filter,15929,4
no_filter,15930,4
no_filter,15931,1
no_filter,15932,4
no_filter,15933,2
no_filter,15934,5
no_filter,15935,5
no_filter,15936,3
no_filter,15937,2
no_filter,15938,1
no_filter,15939,3
no_filter,15940,3
no_filter,15941,1
no_filter,15942,4
no_filter,15943,1
no_filter,15944,1
no_filter,15945,4
no_filter,15946,5
no_filter,15947,1
no_filter,15948,1
no_filter,15949,2
no_filter,15950,5
no_filter,15951,1
no_filter,15952,3
no_filter,15953,1
no_filter,15954,5
no_filter,15955,2
no_filter,15956,2
no_filter,15957,4
no_filter,15958,4
no_filter,15959,3
no_filter,15960,5
no_filter,15961,1
no_filter,15962,3
no_filter,15963,2
no_filter,15964,3
no_filter,15965,4
no_filter,15966,5
no_filter,15967,3
no_filter,15968,1
no_filter,15969,3
no_filter,15970,3
no_filter,15971,3
no_filter,15972,5
no_filter,15973,2
no_filter,15974,2
no_filter,15975,3
no_filter,15976,4
no_filter,15977,3
no_filter,15978,1
no_filter,15979,4
no_filter,15980,1
no_filter,15981,1
no_filter,15982,4
no_filter,15983,1
no_filter,15984,2
no_filter,15985,1
no_filter,15986,2
no_filter,15987,2
no_filter,15988,1
no_filter,15989,5
no_filter,15990,3
no_filter,15991,3
no_filter,15992,4
no_filter,15993,3
no_filter,15994,4
no_filter,15995,5
no_filter,15996,5
no_filter,15997,5
no_filter,15998,5
no_filter,15999,2
no_filter,16000,1
no_filter,16001,5
no_filter,16002,3
no_filter,16003,1
no_filter,16004,3
no_filter,16005,4
no_filter,16006,4
no_filter,16007,3
no_filter,16008,1
no_filter,16009,4
no_filter,16010,2
no_filter,16011,3
no_filter,16012,4
no_filter,16013,5
no_filter,16014,5
no_filter,16015,3
no_filter,16016,4
no_filter,16017,5
no_filter,16018,5
no_filter,16019,2
no_filter,16020,4
no_filter,16021,5
no_filter,16022,3
no_filter,16023,5
no_filter,16024,3
no_filter,16025,3
no_filter,16026,3
no_filter,16027,3
no_filter,16028,5
no_filter,16029,5
no_filter,16030,1
no_filter,16031,2
no_filter,16032,5
no_filter,16033,4
no_filter,16034,5
no_filter,16035,5
no_filter,16036,1
no_filter,16037,2
no_filter,16038,4
no_filter,16039,3
no_filter,16040,3
no_filter,16041,2
no_filter,16042,3
no_filter,16043,4
no_filter,16044,5
no_filter,16045,1
no_filter,16046,1
no_filter,16047,1
no_filter,16048,1
no_filter,16049,4
no_filter,16050,1
no_filter,16051,1
no_filter,16052,5
no_filter,16053,4
no_filter,16054,1
no_filter,16055,2
no_filter,16056,4
no_filter,16057,4
no_filter,16058,3
no_filter,16059,4
no_filter,16060,3
no_filter,16061,5
no_filter,16062,1
no_filter,16063,1
no_filter,16064,2
no_filter,16065,4
no_filter,16066,3
no_filter,16067,1
no_filter,16068,2
no_filter,16069,2
no_filter,16070,3
no_filter,16071,2
no_filter,16072,1
no_filter,16073,1
no_filter,16074,2
no_filter,16075,4
no_filter,16076,3
no_filter,16077,4
no_filter,16078,4
no_filter,16079,5
no_filter,16080,4
no_filter,16081,5
no_filter,16082,5
no_filter,16083,3
no_filter,16084,1
no_filter,16085,1
no_filter,16086,2
no_filter,16087,5
no_filter,16088,1
no_filter,16089,1
no_filter,16090,1
no_filter,16091,4
no_filter,16092,1
no_filter,16093,5
no_filter,16094,1
no_filter,16095,2
no_filter,16096,3
no_filter,16097,2
no_filter,16098,1
no_filter,16099,4
no_filter,16100,2
no_filter,16101,3
no_filter,16102,3
no_filter,16103,5
no_filter,16104,3
no_filter,16105,4
no_filter,16106,1
no_filter,16107,3
no_filter,16108,3
no_filter,16109,4
no_filter,16110,2
no_filter,16111,1
no_filter,16112,4
no_filter,16113,1
no_filter,16114,2
no_filter,16115,2
no_filter,16116,4
no_filter,16117,4
no_filter,16118,2
no_filter,16119,3
no_filter,16120,4
no_filter,16121,4
no_filter,16122,5
no_filter,16123,4
no_filter,16124,2
no_filter,16125,4
no_filter,16126,3
no_filter,16127,1
no_filter,16128,3
no_filter,16129,3
no_filter,16130,3
no_filter,16131,5
no_filter,16132,2
no_filter,16133,2
no_filter,16134,1
no_filter,16135,1
no_filter,16136,4
no_filter,16137,3
no_filter,16138,4
no_filter,16139,3
no_filter,16140,5
no_filter,16141,2
no_filter,16142,4
no_filter,16143,3
no_filter,16144,1
no_filter,16145,2
no_filter,16146,3
no_filter,16147,3
no_filter,16148,3
no_filter,16149,4
no_filter,16150,4
no_filter,16151,1
no_filter,16152,5
no_filter,16153,2
no_filter,16154,5
no_filter,16155,1
no_filter,16156,5
no_filter,16157,2
no_filter,16158,4
no_filter,16159,3
no_filter,16160,4
no_filter,16161,3
no_filter,16162,1
no_filter,16163,5
no_filter,16164,1
no_filter,16165,5
no_filter,16166,2
no_filter,16167,3
no_filter,16168,1
no_filter,16169,1
no_filter,16170,1
no_filter,16171,1
no_filter,16172,5
no_filter,16173,5
no_filter,16174,1
no_filter,16175,3
no_filter,16176,1
no_filter,16177,1
no_filter,16178,2
no_filter,16179,4
no_filter,16180,1
no_filter,16181,3
no_filter,16182,4
no_filter,16183,3
no_filter,16184,5
no_filter,16185,2
no_filter,16186,2
no_filter,16187,2
no_filter,16188,1
no_filter,16189,1
no_filter,16190,2
no_filter,16191,4
no_filter,16192,1
no_filter,16193,5
no_filter,16194,5
no_filter,16195,4
no_filter,16196,1
no_filter,16197,3
no_filter,16198,5
no_filter,16199,5
no_filter,16200,1
no_filter,16201,1
no_filter,16202,3
no_filter,16203,3
no_filter,16204,3
no_filter,16205,4
no_filter,16206,4
no_filter,16207,2
no_filter,16208,3
no_filter,16209,5
no_filter,16210,4
no_filter,16211,5
no_filter,16212,5
no_filter,16213,1
no_filter,16214,2
no_filter,16215,2
no_filter,16216,2
no_filter,16217,2
no_filter,16218,4
no_filter,16219,2
no_filter,16220,3
no_filter,16221,2
no_filter,16222,2
no_filter,16223,5
no_filter,16224,3
no_filter,16225,3
no_filter,16226,5
no_filter,16227,2
no_filter,16228,1
no_filter,16229,3
no_filter,16230,4
no_filter,16231,2
no_filter,16232,5
no_filter,16233,1
no_filter,16234,5
no_filter,16235,2
no_filter,16236,4
no_filter,16237,5
no_filter,16238,3
no_filter,16239,3
no_filter,16240,2
no_filter,16241,5
no_filter,16242,2
no_filter,16243,4
no_filter,16244,5
no_filter,16245,1
no_filter,16246,4
no_filter,16247,1
no_filter,16248,2
no_filter,16249,3
no_filter,16250,1
no_filter,16251,4
no_filter,16252,5
no_filter,16253,3
no_filter,16254,3
no_filter,16255,2
no_filter,16256,4
no_filter,16257,2
no_filter,16258,3
no_filter,16259,4
no_filter,16260,5
no_filter,16261,3
no_filter,16262,2
no_filter,16263,2
no_filter,16264,2
no_filter,16265,2
no_filter,16266,1
no_filter,16267,3
no_filter,16268,5
no_filter,16269,4
no_filter,16270,1
no_filter,16271,1
no_filter,16272,2
no_filter,16273,1
no_filter,16274,1
no_filter,16275,3
no_filter,16276,4
no_filter,16277,3
no_filter,16278,1
no_filter,16279,5
no_filter,16280,5
no_filter,16281,1
no_filter,16282,5
no_filter,16283,3
no_filter,16284,5
no_filter,16285,5
no_filter,16286,1
no_filter,16287,2
no_filter,16288,5
no_filter,16289,3
no_filter,16290,2
no_filter,16291,2
no_filter,16292,4
no_filter,16293,2
no_filter,16294,5
no_filter,16295,4
no_filter,16296,2
no_filter,16297,3
no_filter,16298,3
no_filter,16299,5
no_filter,16300,5
no_filter,16301,4
no_filter,16302,1
no_filter,16303,1
no_filter,16304,4
no_filter,16305,2
no_filter,16306,2
no_filter,16307,2
no_filter,16308,3
no_filter,16309,5
no_filter,16310,4
no_filter,16311,5
no_filter,16312,4
no_filter,16313,2
no_filter,16314,2
no_filter,16315,3
no_filter,16316,1
no_filter,16317,1
no_filter,16318,4
no_filter,16319,2
no_filter,16320,4
no_filter,16321,1
no_filter,16322,5
no_filter,16323,2
no_filter,16324,1
no_filter,16325,1
no_filter,16326,4
no_filter,16327,1
no_filter,16328,2
no_filter,16329,2
no_filter,16330,4
no_filter,16331,4
no_filter,16332,2
no_filter,16333,1
no_filter,16334,2
no_filter,16335,5
no_filter,16336,3
no_filter,16337,2
no_filter,16338,1
no_filter,16339,3
no_filter,16340,1
no_filter,16341,3
no_filter,16342,1
no_filter,16343,4
no_filter,16344,5
no_filter,16345,1
no_filter,16346,5
no_filter,16347,4
no_filter,16348,4
no_filter,16349,2
no_filter,16350,3
no_filter,16351,5
no_filter,16352,3
no_filter,16353,5
no_filter,16354,2
no_filter,16355,1
no_filter,16356,1
no_filter,16357,2
no_filter,16358,2
no_filter,16359,2
no_filter,16360,4
no_filter,16361,3
no_filter,16362,1
no_filter,16363,5
no_filter,16364,5
no_filter,16365,4
no_filter,16366,2
no_filter,16367,1
no_filter,16368,3
no_filter,16369,5
no_filter,16370,5
no_filter,16371,5
no_filter,16372,2
no_filter,16373,3
no_filter,16374,5
no_filter,16375,4
no_filter,16376,5
no_filter,16377,5
no_filter,16378,5
no_filter,16379,1
no_filter,16380,2
no_filter,16381,1
no_filter,16382,3
no_filter,16383,2
no_filter,16384,3
no_filter,16385,3
no_filter,16386,5
no_filter,16387,3
no_filter,16388,4
no_filter,16389,5
no_filter,16390,5
no_filter,16391,4
no_filter,16392,3
no_filter,16393,5
no_filter,16394,1
no_filter,16395,5
no_filter,16396,4
no_filter,16397,1
no_filter,16398,2
no_filter,16399,3
no_filter,16400,2
no_filter,16401,1
no_filter,16402,5
no_filter,16403,3
no_filter,16404,2
no_filter,16405,5
no_filter,16406,5
no_filter,16407,4
no_filter,16408,2
no_filter,16409,4
no_filter,16410,4
no_filter,16411,1
no_filter,16412,4
no_filter,16413,3
no_filter,16414,2
no_filter,16415,2
no_filter,16416,2
no_filter,16417,3
no_filter,16418,2
no_filter,16419,1
no_filter,16420,1
no_filter,16421,2
no_filter,16422,5
no_filter,16423,3
no_filter,16424,3
no_filter,16425,2
no_filter,16426,2
no_filter,16427,4
no_filter,16428,5
no_filter,16429,1
no_filter,16430,1
no_filter,16431,2
no_filter,16432,1
no_filter,16433,5
no_filter,16434,3
no_filter,16435,2
no_filter,16436,5
no_filter,16437,2
no_filter,16438,5
no_filter,16439,2
no_filter,16440,4
no_filter,16441,2
no_filter,16442,3
no_filter,16443,1
no_filter,16444,3
no_filter,16445,3
no_filter,16446,5
no_filter,16447,3
no_filter,16448,4
no_filter,16449,3
no_filter,16450,4
no_filter,16451,2
no_filter,16452,4
no_filter,16453,4
no_filter,16454,4
no_filter,16455,5
no_filter,16456,5
no_filter,16457,3
no_filter,16458,5
no_filter,16459,5
no_filter,16460,4
no_filter,16461,2
no_filter,16462,3
no_filter,16463,2
no_filter,16464,4
no_filter,16465,4
no_filter,16466,1
no_filter,16467,1
no_filter,16468,2
no_filter,16469,3
no_filter,16470,1
no_filter,16471,4
no_filter,16472,3
no_filter,16473,5
no_filter,16474,5
no_filter,16475,4
no_filter,16476,4
no_filter,16477,1
no_filter,16478,5
no_filter,16479,4
no_filter,16480,4
no_filter,16481,2
no_filter,16482,5
no_filter,16483,3
no_filter,16484,4
no_filter,16485,1
no_filter,16486,2
no_filter,16487,3
no_filter,16488,3
no_filter,16489,3
no_filter,16490,3
no_filter,16491,4
no_filter,16492,3
no_filter,16493,4
no_filter,16494,4
no_filter,16495,2
no_filter,16496,3
no_filter,16497,1
no_filter,16498,4
no_filter,16499,5
no_filter,16500,1
no_filter,16501,3
no_filter,16502,1
no_filter,16503,1
no_filter,16504,4
no_filter,16505,1
no_filter,16506,2
no_filter,16507,1
no_filter,16508,5
no_filter,16509,1
no_filter,16510,2
no_filter,16511,3
no_filter,16512,5
no_filter,16513,5
no_filter,16514,5
no_filter,16515,2
no_filter,16516,1
no_filter,16517,2
no_filter,16518,1
no_filter,16519,3
no_filter,16520,1
no_filter,16521,3
no_filter,16522,4
no_filter,16523,5
no_filter,16524,5
no_filter,16525,2
no_filter,16526,5
no_filter,16527,5
no_filter,16528,4
no_filter,16529,4
no_filter,16530,5
no_filter,16531,5
no_filter,16532,4
no_filter,16533,2
no_filter,16534,3
no_filter,16535,4
no_filter,16536,2
